,Unnamed: 0,CEO,Ticker,Sector,Quarter,Year,Date,OtherExecScore,Analyst_Word_Count,Analyst_Sent_Count,CEO_Neg_Fin,CEO_Fin_Score1,CEO_Fin_Score2,Openness_Raw,Concientiousness_Raw,Extraversion_Raw,Agreeableness_Raw,Neuroticism_Raw,Openness_Percentile,Concientiousness_Percentile,Extraversion_Percentile,Agreeableness_Percentile,Neuroticism_Percentile,Next_Date,Time_Delta,twenty_ret,twentyfive_ret,thirty_ret,thirtyfive_ret,revenuegrowth,nopat,nopatmargin,investedcapital,investedcapitalturnover,investedcapitalincreasedecrease,freecashflow,netnonopex,netnonopobligations,ebit,depreciationandamortization,ebitda,capex,dfcfnwc,dfnwc,nwc,debt,ltdebtandcapleases,netdebt,totalcapital,bookvaluepershare,tangbookvaluepershare,marketcap,enterprisevalue,pricetobook,pricetotangiblebook,pricetorevenue,pricetoearnings,dividendyield,earningsyield,evtoinvestedcapital,evtorevenue,evtoebitda,evtoebit,evtonopat,evtoocf,evtofcff,ebitdagrowth,ebitgrowth,nopatgrowth,netincomegrowth,epsgrowth,ocfgrowth,fcffgrowth,investedcapitalgrowth,revenueqoqgrowth,ebitdaqoqgrowth,ebitqoqgrowth,nopatqoqgrowth,netincomeqoqgrowth,epsqoqgrowth,ocfqoqgrowth,fcffqoqgrowth,investedcapitalqoqgrowth,grossmargin,ebitdamargin,operatingmargin,ebitmargin,profitmargin,costofrevtorevenue,sgaextorevenue,rdextorevenue,opextorevenue,taxburdenpct,interestburdenpct,efftaxrate,assetturnover,arturnover,invturnover,faturnover,apturnover,dso,dio,dpo,ccc,finleverage,leverageratio,compoundleveragefactor,ltdebttoequity,debttoequity,roic,nnep,roicnnepspread,rnnoa,roe,croic,oroa,roa,noncontrollinginterestsharingratio,roce,divpayoutratio,augmentedpayoutratio,ocftocapex,stdebttocap,ltdebttocap,debttototalcapital,preferredtocap,noncontrolinttocap,commontocap,debttoebitda,netdebttoebitda,ltdebttoebitda,debttonopat,netdebttonopat,ltdebttonopat,altmanzscore,ebittointerestex,nopattointerestex,ebitlesscapextointerestex,nopatlesscapextointex,ocftointerestex,ocflesscapextointerestex,fcfftointerestex,currentratio,quickratio,dfcfnwctorev,dfnwctorev,nwctorev,normalizednopat,normalizednopatmargin,pretaxincomemargin,adjweightedavebasicsharesos,adjbasiceps,adjweightedavedilutedsharesos,adjdilutedeps,adjweightedavebasicdilutedsharesos,adjbasicdilutedeps,FFR_0,FFR_60,FFR_90,FFR_120,FFR_30,T10_0,T10_60,T10_90,T10_120,T10_30,Tax_Law,CEOScore_sqrt,CEO_Word_Count_sqrt,CEO_Sent_Count_sqrt,OtherExec_Sent_Count_sqrt,CEO_Pos_Fin_sqrt,AnalystScore_pwr,OtherExec_Word_Count_pwr
518,580,Daniel P. Amos,AFL,Financials,Q3,2015,10/28/2015 15:23,1.116,2640,162,2,1,2,1.79796616,1.677588573,1.580987337,1.747081093,1.504417449,0.938779449,0.85590641,0.749166419,0.548875222,0.74449749,2/2/2016 13:57,96,0.006090895,0.002186475,-0.045915977,-0.075745744,-0.08413,2506000000,0.12889,22264000000,0.8704,-147000000,2653000000,0,5009000000,3826000000,1057000000,4883000000,0,,,,5009000000,5009000000,-1.03411E+11,22264000000,40.0253,40.0253,23207381570,-80203618430,1.345,1.345,1.1936,9.2607,0.035852,0.107983,NA,NA,NA,NA,NA,NA,NA,-0.123182,-0.139064,-0.142662,-0.142662,-0.085938,-0.153421,20.569106,-0.006559,-0.032398,-0.043674,-0.052032,-0.052552,-0.052552,-0.045677,0.034044,-0.011918,-0.007976,,0.251144,,0.19678,0.12889,,0,,0.80322,0.654992,1,0.345008,0.1589,,,44.2389,,,,,,0.2725,6.9701,6.9701,0.2903,0.2903,0.112188,0,0.112188,0.030571,0.142759,0.118769,0.03127,0.020482,0,0.142759,0.262171,0.897845,NA,0,0.224982,0.224982,0,0,0.775018,1.0258,-21.1778,1.0258,1.9988,-41.2654,1.9988,,12.6271,8.2706,12.6271,8.2706,22.2541,22.2541,8.7558,,,,,,2506000000,0.12889,0.19678,857470000,2.93,862204000,2.93,859000000,2.93,-0.02,,-0.02,0.04,-0.01,-0.09,,-0.18,-0.25,0,0,0.347850543,34.3074336,7,16.26433752,2,1.04626308,176.5907865
520,582,Don Civgin,ALL,Financials,Q4,2013,2/6/2014 15:50,1.127,1458,68,6,0,1,1.826464781,1.662847534,1.589927164,1.705577576,1.554069531,0.992599905,0.772182182,0.80845242,0.178479853,0.937984365,5/7/2014 9:00,89,0.002470074,0.00133004,0.065171955,0.050541516,3.00E-05,2280000000,0.069173,27681000000,1.2136,1044000000,1236000000,0,6201000000,3396000000,368000000,3764000000,207000000,,,,6201000000,6201000000,5526000000,27681000000,44.0145,41.3715,23260534347,29566534347,1.1237,1.1955,0.7057,10.2786,0.024667,0.097289,1.0681,0.897,7.8551,8.7063,12.9678,6.97,23.9211,0.01895,0.027223,-0.011275,-0.011275,0.027778,0.388998,13.742268,0.039194,0.006136,0.238973,0.259177,0.230437,0.230437,0.246114,0.209581,-0.293714,0.025336,,0.114196,,0.103031,0.069173,,0,,0.896969,0.671378,1,0.328622,0.2632,,,32.7481,,,,,,0.2914,5.955,5.955,0.2887,0.2887,0.08395,0,0.08395,0.024466,0.108417,0.04551,0.027117,0.018206,0.018545,0.106406,0.157018,0.961404,20.492754,0,0.224016,0.224016,0.028178,0,0.747805,1.6474,1.4681,1.6474,2.7197,2.4237,2.7197,,9.2534,6.2125,8.6894,5.6485,11.5586,10.9946,3.3678,,,,,,2326996466,0.070598,0.103031,464400000,4.87,470300000,4.81,464700000,4.87,-0.02,,-0.01,-0.02,0,-0.15,,-0.04,0.05,-0.23,0,0.403732585,29.74894956,5.916079783,17.94107435,1,1.025679028,185.4362797
521,583,Don Civgin,ALL,Financials,Q1,2014,5/7/2014 9:00,1.15,1622,102,4,0.666666667,1.8,1.80015273,1.67850884,1.559069664,1.697587925,1.543105181,0.946638067,0.860337693,0.571698823,0.130899709,0.910456281,10/30/2014 21:01,176,0.005026868,0.006933611,0.01958745,0.008840354,0.002269,2171000000,0.065526,28305000000,1.1944,1130000000,1041000000,0,6200000000,3215000000,379000000,3594000000,202000000,,,,6200000000,6200000000,5030000000,28305000000,45.4947,42.7496,23352614695,29887614695,1.1336,1.2064,0.7048,10.9073,0.019971,0.091681,1.0559,0.9021,8.316,9.2963,13.7668,7.517,28.7105,-0.002498,-0.002792,-0.034682,-0.034682,0.004329,0.331101,2.04386,0.041582,0.005188,-0.045165,-0.053298,-0.047807,-0.047807,-0.035343,-0.062706,-0.157767,0.022543,,0.108475,,0.097036,0.065526,,0,,0.902964,0.675272,1,0.324728,0.2641,,,32.7715,,,,,,0.2986,5.8726,5.8726,0.2805,0.2805,0.078262,0,0.078262,0.023367,0.101629,0.037527,0.025627,0.017305,0.035226,0.098049,0.222478,1.240442,19.683168,0,0.219043,0.219043,0.053171,0,0.727787,1.7251,1.3996,1.7251,2.8558,2.3169,2.8558,,9.0309,6.0983,8.4635,5.5309,11.1685,10.6011,2.9242,,,,,,2204763608,0.066545,0.097036,446400000,4.69,452800000,4.64,448100000,4.69,0,,0.01,0.01,-0.01,-0.18,,-0.11,-0.34,-0.09,0,0.40620192,28.75760769,5.656854249,14.89244399,2.414213562,1.040656885,165.866095
523,585,Matthew E. Winter,ALL,Financials,Q2,2015,8/4/2015 13:43,1.133,1691,98,2,4,2.6,1.82451849,1.663669578,1.586463529,1.68140738,1.519485552,0.991255687,0.777470304,0.786573576,0.063112481,0.822405824,11/3/2015 14:55,91,-0.0063593,0.009062003,-0.058823529,-0.045468998,0.047466,2637000000,0.074686,26484000000,1.2792,-2234000000,4871000000,0,5186000000,4039000000,356000000,4395000000,297000000,,,,5186000000,5186000000,4381000000,26484000000,47.3873,44.4329,24942380280,31069380280,1.2757,1.3605,0.7064,9.9017,0.023821,0.100993,1.1731,0.88,7.0693,7.6923,11.7821,9.3078,6.3784,0.117468,0.135827,0.107053,0.107053,0.154599,-0.141902,10.900407,-0.077791,0.003581,-0.088741,-0.096016,-0.099078,-0.099078,-0.092308,0.003005,0.262244,-0.032477,,0.124476,,0.114393,0.074686,,0,,0.885607,0.652884,1,0.347116,0.3249,,,34.8205,,,,,,0.2498,4.9208,4.9208,0.2435,0.2435,0.09554,0,0.09554,0.023862,0.119402,0.176479,0.037166,0.024265,0.079058,0.109963,0.22829,1.164202,11.239057,0,0.195816,0.195816,0.065927,0,0.738257,1.18,0.9968,1.18,1.9666,1.6614,1.9666,,13.5993,8.8788,12.5993,7.8788,11.2391,10.2391,16.4007,,,,,,2657239416,0.075259,0.114393,407000000,6.01,412600000,5.9,407500000,6.01,0.01,0.01,0.01,0.01,,-0.17,-0.18,-0.02,0.31,,0,0.411096096,33.60059523,7,14.03840481,3,1.065378251,144.9534239
524,586,Thomas Joseph Wilson,ALL,Financials,Q3,2015,11/3/2015 14:55,1.117,2135,131,6,1.4,2.166666667,1.807142281,1.671464486,1.575397078,1.723987803,1.540047669,0.966525724,0.824022465,0.707670807,0.32344873,0.901358611,2/4/2016 14:48,92,-0.003328051,0.003486529,0.004437401,-0.077179081,0.017867,2506000000,0.070723,25679000000,1.332,-1845000000,4351000000,0,5175000000,3804000000,364000000,4168000000,300000000,,,,5175000000,5175000000,4270000000,25679000000,46.6501,43.6185,21934746559,27950746559,1.1694,1.2506,0.619,9.1777,0.021631,0.10896,1.0885,0.7888,6.706,7.3477,11.1535,8.3261,6.424,-0.100949,-0.102195,-0.119775,-0.119775,-0.07916,-0.101445,0.875431,-0.067032,0.003569,-0.05165,-0.058183,-0.049678,-0.049678,-0.033898,0.005692,-0.106754,-0.030396,,0.117627,,0.107355,0.070723,,0,,0.892645,0.65878,1,0.34122,0.3309,,,34.3686,,,,,,0.2421,4.9999,4.9999,0.2524,0.2524,0.094205,0,0.094205,0.022807,0.117013,0.163562,0.035525,0.023403,0.081526,0.107473,0.239425,1.168396,11.19,0,0.201527,0.201527,0.067993,0,0.73048,1.2416,1.0245,1.2416,2.065,1.7039,2.065,,13.0274,8.5822,12,7.5548,11.4966,10.4692,14.9007,,,,,,2530374869,0.071411,0.107355,397000000,5.8,402100000,5.7,398100000,5.8,-0.01,-0.02,-0.02,-0.01,,0.24,0.1,-0.05,-0.07,,0,0.320936131,64.40496875,14.03566885,11.53565375,3.645751311,1.054708345,105.515439
525,587,Thomas Wilson,ALL,Financials,Q4,2015,2/4/2016 14:48,1.139,1180,75,6,1.4,2.166666667,1.790888707,1.672974117,1.54040659,1.73394443,1.525447788,0.907070762,0.832269126,0.406121812,0.417761255,0.848574516,11/3/2016 15:55,273,0.020615236,0.0037043,0.082783057,0.075696569,0.014982,2171000000,0.06139,25149000000,1.3448,-2295000000,4466000000,0,5124000000,3282000000,371000000,3653000000,303000000,,,,5124000000,5124000000,4629000000,25149000000,49.2257,46.2291,23771781957,28400781957,1.1871,1.2641,0.6722,11.5678,0.020535,0.086447,1.1293,0.8031,7.7746,8.6535,13.0819,7.8542,6.3593,-0.206215,-0.225212,-0.238246,-0.238246,-0.194577,0.117429,0.446712,-0.083625,-0.001976,-0.12356,-0.137224,-0.133679,-0.133679,-0.114035,0.077152,0.026431,-0.020639,,0.103297,,0.092806,0.06139,,0,,0.907194,0.661487,1,0.338513,0.3318,,,34.4175,,,,,,0.2425,5.0352,5.0352,0.2559,0.2559,0.082559,0,0.082559,0.020019,0.102577,0.169832,0.030797,0.020372,0,0.102577,0.27591,1.569323,11.933993,0,0.203746,0.203746,0,0,0.796254,1.4027,1.2672,1.4027,2.3602,2.1322,2.3602,,11.2397,7.4349,10.2021,6.3973,12.3836,11.3459,15.2945,,,,,,2196797989,0.06212,0.092806,401100000,5.12,406800000,5.05,401400000,5.12,0.25,,0.26,0.25,0.02,-0.41,,-0.47,-0.21,-0.38,0,0.354964787,51.41984053,11.3137085,10.64365076,3.645751311,1.045308066,109.0453266
526,588,Sean M. Healey,AMG,Financials,Q4,2013,2/4/2014 15:10,1.136,1270,55,1,inf,3,1.824222243,1.632244736,1.604917031,1.703264381,1.481209698,0.991033334,0.535822788,0.886500535,0.163700899,0.596997234,4/29/2014 18:20,84,-0.02561039,-0.008571429,-0.024207792,-0.001090909,0.290099,730226050.7,0.292488,5170200000,0.4839,20700000,709526050.7,60626050.7,1383700000,941900000,151800000,1093700000,24000000,,,,1383700000,1383700000,914100000,5170200000,37.6402,-29.4215,12105895988,14672295988,5.6723,NA,4.849,33.5808,0,0.029779,2.8379,5.8769,13.4153,15.5773,20.0928,15.33,20.679,0.469632,0.776835,0.65812,0.627613,0.996951,0.511529,2.26813,0.00402,0.090695,0.153327,0.161119,0.132583,0.196355,0.2818,0.025062,0.246436,0.023883,,0.438076,,0.377273,0.268205,,0.379516,,0.622727,0.775269,0.916976,0.224731,0.3993,,,28.7296,,,,,,0.4126,1.7119,1.5697,0.3654,0.3654,0.141521,0.040226,0.101295,0.041796,0.183316,0.137509,0.150633,0.107085,0.422564,0.105853,0.398895,0.422342,39.879167,0,0.26763,0.26763,0,0.319581,0.412789,1.2652,0.8358,1.2652,1.8949,1.2518,1.8949,,NA,NA,NA,NA,NA,NA,NA,,,,,,730226050.7,0.292488,0.34595,53100000,6.79,56700000,6.55,53100000,6.79,-0.01,-0.02,-0.01,-0.01,,-0.37,-0.24,-0.03,-0.01,,0,0.473286383,50.95095681,9.591663047,11.39230485,2.732050808,1.024560282,114.277619
527,589,Sean M. Healey,AMG,Financials,Q1,2014,4/29/2014 18:20,1.129,1795,74,2,15,2.875,1.829804802,1.641395918,1.61686027,1.694751789,1.507881546,0.994486574,0.612607162,0.929997151,0.116338883,0.763844668,11/3/2014 16:13,187,0.016879585,-0.011646401,0.022317993,0.055718024,0.256494,758193302.4,0.293521,5474600000,0.4927,464300000,293893302.4,58893302.4,1438300000,981000000,146600000,1127600000,23500000,,,,1438300000,1438300000,691200000,5474600000,44.029,-27.4746,10871062890,13168162890,4.473,NA,4.2085,28.9663,0,0.034523,2.4053,5.0978,11.678,13.4232,17.3678,12.5101,44.8059,0.370442,0.613752,0.516387,0.560589,0.827957,0.344488,1.905401,0.092669,0.034647,0.030996,0.041512,0.038299,0.044355,0.038168,0.099781,-0.585789,0.058876,,0.43653,,0.379776,0.270721,,0.375015,,0.620224,0.772878,0.922324,0.227122,0.4022,,,29.3201,,,,,,0.3821,1.6933,1.5618,0.3563,0.3563,0.144626,0.040636,0.10399,0.039733,0.184359,0.05606,0.152732,0.108874,0.398745,0.110847,0.515802,0.538253,44.791489,0,0.262722,0.262722,0,0.293336,0.443941,1.2755,0.613,1.2755,1.897,0.9116,1.897,,NA,NA,NA,NA,NA,NA,NA,,,,,,758193302.4,0.293521,0.350277,53700000,7.05,55200000,6.8,53600000,7.05,0.02,0.04,0.03,0.02,,-0.02,0.05,0.02,-0.28,,0,0.437035468,58.42088668,10.86278049,13.60952021,4.872983346,1.022030278,155.009661
528,590,Sean Healey,AMG,Financials,Q3,2014,11/3/2014 16:13,1.135,1392,41,2,5,2.666666667,1.832989887,1.623310537,1.569468753,1.680598048,1.469588165,0.995874335,0.459522138,0.660468149,0.060628683,0.515723642,1/27/2015 21:13,85,-0.000260417,0.021666667,-0.012864583,0.069635417,0.223198,827799460.2,0.295653,5506900000,0.5305,457300000,370499460.2,51199460.2,1289300000,1105900000,145600000,1251500000,21800000,,,,1289300000,1289300000,729100000,5506900000,44.1429,-24.585,11597989836,13949089836,4.4683,NA,4.1423,26.4976,0,0.037739,2.533,4.982,11.1459,12.6133,16.8508,11.2502,37.6494,0.31973,0.363289,0.28392,0.387529,0.530333,0.327943,-0.349138,0.090562,0.038192,0.061223,0.066956,0.044122,0.045081,0.061058,0.108836,0.522693,-0.003023,,0.44698,,0.394978,0.277367,,0.36937,,0.605022,0.74853,0.93815,0.25147,0.426,,,30.7681,,,,,,0.3475,1.6779,1.5741,0.3057,0.3057,0.156832,0.037616,0.119216,0.041424,0.198256,0.070194,0.168258,0.118156,0.409277,0.117115,0.665465,0.732037,56.876147,0,0.234124,0.234124,0,0.29454,0.471336,1.0302,0.5826,1.0302,1.5575,0.8808,1.5575,,NA,NA,NA,NA,NA,NA,NA,,,,,,827799460.2,0.295653,0.370549,55600000,8.07,58800000,7.82,55500000,8.07,0,0,0,,,-0.29,-0.09,-0.13,,,0,0.378153408,56.14267539,9.797958971,9.306623863,3.236067977,1.010100135,117.9039236
529,591,Sean Healey,AMG,Financials,Q4,2014,1/27/2015 21:13,1.154,1924,85,1,inf,3,1.834385985,1.656294019,1.597091154,1.702129532,1.509346858,0.996377164,0.727590676,0.849139606,0.156749539,0.771778972,4/29/2015 0:06,91,-0.008821828,0.016968762,0.008773621,0.033985731,0.118561,830548653.2,0.297411,6183600000,0.4919,1013400000,-182851346.8,63148653.2,1894900000,1096900000,146700000,1243600000,19200000,,,,1894900000,1894900000,1344300000,6183600000,44.9829,-30.8938,12202096600,15208096600,4.6449,NA,4.3694,28.1219,0,0.035559,2.4594,5.4459,12.2291,13.8646,18.3109,10.584,NA,0.137058,0.164561,0.137386,0.146057,0.175573,0.501306,-1.257709,0.196008,-0.002607,-0.006312,-0.008138,0.003321,-0.011847,-0.015345,0.158884,-1.493527,0.122882,,0.44532,,0.392788,0.274798,,0.369011,,0.607212,0.757178,0.923968,0.242822,0.3985,,,29.756,,,,,,0.406,1.7358,1.6038,0.4418,0.4418,0.146303,0.038522,0.107781,0.04376,0.190063,-0.03221,0.156511,0.109496,0.410392,0.112063,0.741986,0.990618,74.838542,0,0.30644,0.30644,0,0.268727,0.424833,1.5237,1.081,1.5237,2.2815,1.6186,2.2815,,NA,NA,NA,NA,NA,NA,NA,,,,,,830548653.2,0.297411,0.362923,55000000,7.89,58400000,7.7,52800000,8.22,-0.02,0.03,0.02,0.03,,-0.42,-0.35,-0.51,-0.67,,0,0.452769257,63.41135545,12.68857754,17.15549442,3.828427125,1.029157281,204.3341192
530,592,Sean Healey,AMG,Financials,Q1,2015,4/29/2015 0:06,1.137,1564,86,3,3,2.5,1.833705468,1.65586072,1.588329661,1.676785288,1.517134586,0.996139375,0.724496653,0.798537301,0.0499411,0.811346137,7/28/2015 16:01,90,0.002216017,-0.020874884,-0.006559411,-0.028276382,0.099996,863270141.5,0.303819,6210800000,0.4863,736200000,127070141.5,34570141.5,1922800000,1141200000,149700000,1290900000,19800000,,,,1922800000,1922800000,1484600000,6210800000,44.2526,-30.936,12221261904,15436061904,4.778,NA,4.3011,25.2141,0,0.03966,2.4854,5.4326,11.9576,13.5262,17.8809,12.2674,121.4767,0.144821,0.163303,0.138588,0.185042,0.261765,0.195421,-0.567632,0.134476,0.017475,0.038035,0.040387,0.039397,0.07988,0.114286,-0.124295,1.694937,0.004399,,0.454318,,0.401633,0.291652,,0.368691,,0.598367,0.756458,0.959954,0.243542,0.4026,,,30.2277,,,,,,0.4038,1.6956,1.6277,0.4484,0.4484,0.147752,0.020571,0.127181,0.051352,0.199104,0.021749,0.161703,0.117423,0.400766,0.11931,0.56112,1.030047,63.550505,0,0.30959,0.30959,0,0.278579,0.411831,1.4895,1.1501,1.4895,2.2273,1.7197,2.2273,,NA,NA,NA,NA,NA,NA,NA,,,,,,863270141.5,0.303819,0.385549,54800000,8.79,57800000,8.58,54700000,9.12,0.07,,0.02,0,0.01,0.06,,0.29,-0.14,0.1,0,0.404969135,57,12,10.38083152,3.449489743,1.055739986,103.9117737
531,593,Sean Healey,AMG,Financials,Q2,2015,7/28/2015 16:01,1.126,1613,95,2,3,2.5,1.834994592,1.646618642,1.580607755,1.69533816,1.494645458,0.996578602,0.654721083,0.746450817,0.11925094,0.685780269,11/9/2015 12:57,103,0.012170483,0.015104868,-0.145612854,-0.177458149,0.059402,859390236.1,0.300791,6244500000,0.4856,720900000,138490236.1,18790236.1,1863400000,1143400000,152200000,1295600000,20400000,,,,1863400000,1863400000,1374900000,6244500000,46.1061,-30.76,12374064545,15478964545,4.6675,NA,4.331,24.06,0,0.041563,2.4788,5.4177,11.9473,13.5377,18.0116,12.0788,111.7694,0.098618,0.103136,0.083968,0.131207,0.240163,0.146038,-0.430827,0.130513,0.005525,0.003641,0.001928,-0.004494,0.01436,0.065268,0.018438,0.089872,0.005426,,0.453467,,0.400196,0.294214,,0.373526,,0.599804,0.751609,0.978135,0.248391,0.3966,,,29.5003,,,,,,0.3738,1.6821,1.6454,0.4253,0.4253,0.146054,0.011736,0.134318,0.050212,0.196267,0.023537,0.158706,0.116677,0.393292,0.119077,0.539971,1.141447,62.818627,0,0.298407,0.298407,0,0.277044,0.42455,1.4383,1.0612,1.4383,2.1683,1.5999,2.1683,,NA,NA,NA,NA,NA,NA,NA,,,,,,859390236.1,0.300791,0.391446,54600000,9.36,57500000,9.14,54500000,9.69,0.01,0.06,0.01,0.02,,-0.23,0.14,0.2,0.3,,0,0.430116263,55.35341001,10.04987562,11.58300524,2.732050808,1.072728296,130.9041411
532,594,Sean M. Healey,AMG,Financials,Q3,2015,11/9/2015 12:57,1.119,1140,60,1,inf,3,1.808615617,1.682323594,1.631054926,1.738307069,1.534966173,0.969820809,0.877712551,0.963582838,0.461011913,0.884772794,2/2/2016 15:09,85,-0.004833905,-0.032825586,-0.112360182,-0.259063571,0.014108,864213831.8,0.304365,6100400000,0.4892,593500000,270713831.8,22513831.8,1799200000,1143900000,151300000,1295200000,31000000,,,,1799200000,1799200000,1257500000,6100400000,46.6754,-29.5877,9594888731,12493088731,3.6064,NA,3.3792,18.4944,0,0.05407,2.0479,4.3999,9.6457,10.9215,14.456,9.8939,46.1487,0.034918,0.034361,0.043989,0.083827,0.186701,0.018389,-0.269327,0.107774,-0.006195,-0.000309,0.000437,0.005613,0.001309,0.015317,-0.01467,0.95475,-0.023076,,0.456153,,0.402867,0.296436,,0.370783,,0.597133,0.755498,0.973949,0.244502,0.3938,,,28.2809,,,,,,0.3626,1.6927,1.6486,0.4183,0.4183,0.148909,0.014579,0.13433,0.048701,0.19761,0.046645,0.158661,0.116745,0.383,0.121925,0.520375,1.136628,40.732258,0,0.294931,0.294931,0,0.26895,0.436119,1.3891,0.9709,1.3891,2.0819,1.4551,2.0819,,NA,NA,NA,NA,NA,NA,NA,,,,,,864213831.8,0.304365,0.392372,54200000,9.49,57000000,9.28,53600000,9.84,-0.01,-0.02,-0.03,,,-0.06,0.13,0.21,,,0,0.491934955,33.22649545,7.071067812,11.95445115,3,1.026056493,123.5600903
534,596,James M. Cracchiolo,AMP,Financials,Q1,2015,4/23/2015 13:21,1.135,2221,93,5,2,2.333333333,1.827856455,1.684992464,1.565348666,1.704833012,1.52165904,0.993445997,0.888928491,0.626050639,0.173633708,0.832258553,7/23/2015 14:57,91,0.008446479,-0.011051468,-0.000552573,0.013735396,0.071366,1965000000,0.159432,19304000000,0.6501,693000000,1272000000,1000000,10045000000,2515000000,257000000,2772000000,0,,,,10045000000,9845000000,6898000000,19304000000,43.9882,43.9882,21947086994,29909086994,2.6781,2.6781,1.7807,13.6148,0.024108,0.073449,1.5494,2.4267,10.7897,11.8923,15.2209,10.3923,23.5134,0.166176,0.17909,0.207002,0.208615,0.218341,0.271201,0.895678,0.037236,0.004646,-0.010353,-0.012564,-0.018482,-0.018,0.008434,0.199667,0.68254,-0.006689,,0.224909,,0.204057,0.159351,,0,,0.795943,0.780915,1,0.218688,0.0829,,,NA,,,,,,1.0271,15.901,15.901,1.0633,1.0849,0.103653,0.000104,0.103549,0.106356,0.210009,0.067097,0.016913,0.013207,0.115751,0.1857,0.220468,0.991344,NA,0.010361,0.509998,0.520358,0,0.055118,0.424523,3.6237,2.4885,3.5516,5.112,3.5104,5.0102,,NA,NA,NA,NA,NA,NA,NA,,,,,,1965000000,0.159432,0.204057,186300000,8.51,186300000,8.37,186300000,8.51,0.01,,0.01,0,0.02,-0.17,,0.15,-0.31,0.08,0,0.343511281,52.01922721,8.602325267,7.557438524,3.828427125,1.049177129,82.05187443
535,597,James M. Cracchiolo,AMP,Financials,Q2,2015,7/23/2015 14:57,1.149,2159,132,5,1.25,2.111111111,1.812900527,1.655463684,1.573950495,1.728764766,1.505287149,0.977909894,0.721646485,0.696435361,0.36771357,0.749431399,10/22/2015 14:19,90,-0.016959899,0.003170074,-0.131241084,-0.143604375,0.046842,1974000000,0.159438,19604000000,0.6402,532000000,1442000000,1000000,10608000000,2511000000,248000000,2759000000,0,,,,10608000000,10408000000,7567000000,19604000000,42.8455,42.8455,20785102422,29473102422,2.6394,2.6394,1.6788,12.5742,0.02644,0.079528,1.5034,2.3805,10.6825,11.7376,14.9306,8.2627,20.439,0.060338,0.068511,0.088803,0.089453,0.200276,0.958814,12.354331,0.027894,0.004544,-0.00469,-0.00159,0.00458,0.004582,0.038232,0.239402,0.133648,0.015541,,0.222841,,0.202811,0.159357,,0,,0.797189,0.785743,1,0.213859,0.0831,,,NA,,,,,,1.0712,15.9571,15.9571,1.157,1.1792,0.102079,0.0001,0.101979,0.109242,0.211321,0.074568,0.016854,0.013243,0.126921,0.1845,0.225038,1.018246,NA,0.010202,0.530912,0.541114,0,0.057182,0.401704,3.8449,2.7427,3.7724,5.3739,3.8333,5.2725,,NA,NA,NA,NA,NA,NA,NA,,,,,,1974000000,0.159438,0.202811,183800000,8.83,183800000,8.69,183800000,8.83,0,,0,0.01,0,0.07,,0.35,0.35,-0.14,0,0.403732585,62.16108107,12.92284798,8.483314774,3.236067977,1.042030435,70.93111155
536,598,James M. Cracchiolo,AMP,Financials,Q3,2015,10/22/2015 14:19,1.119,2847,164,4,2,2.333333333,1.82253236,1.657854427,1.571540799,1.730376918,1.490995061,0.989667836,0.738587964,0.677304697,0.383094884,0.662453571,1/28/2016 16:34,98,0.005979721,0.000173325,-0.003899818,-0.06577693,0.002557,1761000000,0.144867,19966000000,0.624,973000000,788000000,1000000,11145000000,2254000000,246000000,2500000000,0,,,,11145000000,10945000000,7575000000,19966000000,42.2894,42.2894,17914855518,26681855518,2.3483,2.3483,1.4737,10.9907,0.031015,0.090986,1.3364,2.195,10.6727,11.8376,15.1515,11.4958,33.8602,-0.082569,-0.08671,-0.087565,-0.086663,0.150993,0.036623,-0.008805,0.051229,-0.018173,-0.093875,-0.10235,-0.107903,-0.107957,0,-0.349313,-0.453537,0.018466,,0.20566,,0.185423,0.144784,,0,,0.814577,0.780834,1,0.218722,0.0831,,,NA,,,,,,1.1452,16.1067,16.1067,1.2408,1.2635,0.090403,9.60E-05,0.090307,0.103419,0.193822,0.040453,0.015411,0.012034,0.125103,0.169574,0.258523,1.2125,NA,0.010017,0.548182,0.558199,0,0.059701,0.3821,4.458,3.03,4.378,6.3288,4.3015,6.2152,,NA,NA,NA,NA,NA,NA,NA,,,,,,1761000000,0.144867,0.185423,180400000,8.82,180400000,8.69,180400000,8.82,-0.03,,-0.01,-0.01,-0.02,-0.01,,-0.23,-0.34,-0.1,0,0.402492236,56.24055476,11.70469991,7.708203932,3.449489743,1.050661539,67.66322693
